TTR part num,Part Level,Customer,Segment,End Customer,Category,Description,Core Thickness,Core Width,Core Height,Tube per core,Tank,Price
A7BKA5005M00,ECS,Mahindra Tractors,Tractor,OEM,Domestic,RAD ASSY WITH SHROUD 605 DI 006003547C92,48,400,440,80,Plastic,2724.8
A0EPB5011M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD-LPT 709 BSII EX W/O MEM. SUPPORT,48,537.2,525,108,Plastic,2722.2
C3BPB5001M01,Radiator,Force Motors,Commercial Vehicle,OEM,Domestic,Trax TD 2000,48,488.2,440,98,Plastic,2711.54
A0VTA5005M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,9M 12M EV,,,,,Plastic,2688.67
A0ENB5001M00,Radiator,Tata Motors,Passenger Car,OEM,Domestic,RADIATOR - SPRINT DICOR 3 LITER,48,400,590,80,Plastic,2668.58
C3BUB5001M00,Radiator,Force Motors,Commercial Vehicle,OEM,Domestic,Trax Radiator,28,480.4,510,72,Plastic,2667
A0CKB5007M00,Radiator,Tata Motors,Passenger Car,OEM,Domestic,RADIATOR - 4DL VICTA -254750100278,,,,,Plastic,2660.12
A8BJB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY_70 KW VAVE_ID318306,48,488.2,550,98,Plastic,2659.97
C3AAB5001M01,Radiator,Force Motors,Commercial Vehicle,OEM,Domestic,RADIATOR -TRAX JUDO GAMA,,,,,Plastic,2659
A7DDB0101M00,Core,MTBD,Commercial Vehicle,OEM,Domestic,ALL EICHER JUMBO,48,537.2,680,108,Plastic,2640
A6ACA5010M00,ECS,New Holland,Tractor,OEM,Domestic,RAD ASSY WITH R/B G97-NH 50 HP TT G97,,,,,Plastic,2635
A6ACA5011M00,ECS,New Holland,Tractor,OEM,Domestic,RAD ASSY WITH R/B - NH 50 HP TX G97,,,,,Plastic,2635
A5BYB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR - AL 412 TCAC BS2,48,537.2,740,108,Plastic,2634
A0DIB5011M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD-LPT 1112 W/O MEM. SUPPORT,48,537.2,560,108,Plastic,2625.94
A7JHA5001M00,ECS,Mahindra Tractors,Tractor,OEM,Domestic,744 FE 4WD,48,400,465,80,Plastic,2615
A5BVB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR - PASSENGER BS III,48,537.2,740,108,Plastic,2603
B7ASB5001M00,Radiator,John Deere,Tractor,OEM,Domestic,RADIATOR - L & T 48 CORE - RE212667,48,488.2,395,98,Plastic,2600.07
A0CQB5001M00,Radiator,Tata Motors,Passenger Car,OEM,Domestic,ASSY.RADIATOR WITH FAN SHROUD(LP-407),36,488.2,485,98,Plastic,2588.25
A7EJA5001M00,ECS,Mahindra Tractors,Tractor,OEM,Domestic,RADassy595DI EXPORT25serie,48,400,440,80,Plastic,2558.83
A0DJB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD ASSY FOR PANEL VAN,48,419.6,700,84,Plastic,2540.36
B7BHB5001M00,Radiator,John Deere,Tractor,OEM,Domestic,3E Gear -56mm,56,409.8,450,123,Plastic,2499.11
J8ACB5001M00,Radiator,Isuzu,Passenger Car,OEM,Domestic,RADIATOR ASSY,24,653.4,500,83,Plastic,2499
A0JEB0101M00,Core,Tata Motors,Commercial Vehicle,OEM,Domestic,CORE ASSY (RAD)- BRZY1 LPO BUS,48,552.6,560,124,Plastic,2496.6
A0BXB5009M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,Radiator W/O MS LPT 2515 EX,48,537.2,560,108,Plastic,2491.51
A7DVA5005M00,ECS,Mahindra Tractors,Tractor,OEM,Domestic,ECS-M&M-475DI BP-48THK,48,400,395,80,Plastic,2484.85
A0ABB0101M00,Core,Tata Motors,Commercial Vehicle,OEM,Domestic,CORE ASSY - LPT 2518 - BRZD,48,537.2,785,108,Plastic,2468.75
A0DYB5001M02,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - SK 1615 697 BS3,48,537.2,740,108,Plastic,2466
G7AEA5001M01,ECS,Sonalika,Tractor,OEM,Domestic,Sonalika 35 hp,48,400,395,80,Plastic,2439.66
B1AXB0101M00,Core,Cummins,Gen Set,OEM,Domestic,CORE ASSY - ESSAR - BRZD,48,537.2,785,108,Plastic,2417.76
A0BQB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - SFC 709 EX - 252750100319,36,488.2,485,98,Plastic,2416.06
A0BYB5001S01,Radiator,Tata Motors,Commercial Vehicle,SPD,Domestic,RADIATOR SFC 410 EII ( W/O MEMBER SUPPORT),48,488.2,550,98,Plastic,2401.57
A5FWB5040M01,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR ASSEMBLY,24,419.4,430,53,Plastic,2400
G7AFA5001M02,ECS,Sonalika,Tractor,OEM,Domestic,Sonalika RX 35 hp,48,400,395,80,Plastic,2397.18
A8AHA5002M04,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,ECS_TMTL_35hp_VAVE,36,380.4,410,76,Plastic,2395.58
A7BYA5001M01,ECS,Mahindra Tractors,Tractor,OEM,Domestic,RAD ASSY WITH SHROUD 006006751D91,,,,,Plastic,2394.97
B7ARB5001M00,Radiator,John Deere,Tractor,OEM,Domestic,RADIATOR - L&T 36 CORE - RE212666,36,488.2,395,98,Plastic,2393.61
B7ASB5005M00,Radiator,John Deere,Tractor,OEM,Domestic,RAD ASSY TREM 3 - 56CORE - RE 269336,56,488.5,395,147,Plastic,2392.89
A0AXB5005M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR LP 1512 W/O MEMBER SUPPORT,48,537.2,525,108,Plastic,2369.92
A8AEB5006M01,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY-70KW LCV(ID301249),48,488.2,550,98,Plastic,2369.83
A0GKB5001M00,Radiator,Tata Motors,Passenger Car,OEM,Domestic,RADIATOR - SPRINT RHD,48,419.6,620,84,Plastic,2368.04
A7KBB5002M00,Radiator,M&M,Passenger Car,OEM,Domestic,RAD. AT,,,,,Plastic,2355
C3ATB5001M00,Radiator,Force Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - TRAV LHD EII - T006865002203,,,,,Plastic,2347
A0JRA5001M00,ECS,Tata Motors,Passenger Car,OEM,Domestic,ECS-NANO 3CYL-571850100122,,,,,Plastic,2345.96
A7HAB5008M00,Radiator,M&M,Commercial Vehicle,OEM,Domestic,RAD-Thermostat Assembly 0304AAM01501N,,,,,Plastic,2334.8
A0NWB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSEMBLY-SUPER ACE PETROL/DIESE,36,380.4,485,96,Plastic,2331.47
B5ABB5001M00,Radiator,CNH,Tractor,OEM,Domestic,RADIATOR ASSEMBLY,36,380.4,410,76,Plastic,2327.55
A0CCB5005M00,Radiator,Tata Motors,Passenger Car,OEM,Domestic,RADIATOR - SUMO VICTA - 254750100281,,,,,Plastic,2326.74
A0DUB5001M01,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - 207 DI - 253450100267,36,488.2,485,98,Plastic,2310
A0CXB0101M00,Core,Tata Motors,Commercial Vehicle,OEM,Domestic,CORE ASSY - CNG - BRZD,48,537.2,740,108,Plastic,2307.36
A7EFA5001M00,ECS,Mahindra Tractors,Tractor,OEM,Domestic,4DI,48,400,440,80,Plastic,2289
C3ASB5001M00,Radiator,Force Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - TRAX BS3 - B008545000803,36,488.2,440,98,Plastic,2284.67
B7ASB5010M00,Radiator,John Deere,Tractor,OEM,Domestic,RAD_ASSY_JD_48mm_WITH_BKT,48,488.2,395,98,Plastic,2277.89
A7BGA5005M00,ECS,Mahindra Tractors,Tractor,OEM,Domestic,RAD ASSY WITH SHROUD 006014022B91,48,400,440,80,Plastic,2259.49
A0ETB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - ACE 1 TON,36,380.4,485,76,Plastic,2257.41
A5EWA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,H2 Engine 15kVA,,,,,Plastic,2249.5
B5AAB5005M00,Radiator,CNH,Tractor,OEM,Domestic,RADIATOR - PTL V085347,36,380.4,410,76,Plastic,2248.8622
A5BBB0101M00,Core,Ashok Leyland,Commercial Vehicle,OEM,Domestic,Core -ALL- 412 TCAC,48,537.2,650,108,Plastic,2243.88
A0CFB5001M04,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - SFC 407 - 253450100189,36,488.2,485,98,Plastic,2238.01
A7GAA5001M00,ECS,Swaraj,Tractor,OEM,Domestic,M&M SWARAJ_XM 825,36,380.4,410,76,Plastic,2237.204416
A0CFB5009M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,Radiator W/O MS SFC 407,36,488.2,485,98,Plastic,2232.27
A0NAB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY_LPT 407 BS3 75PS,24,489.6,550,62,Plastic,2228.44
A0FFB5001M00,Radiator,Tata Motors,Passenger Car,OEM,Domestic,ASSY. RADIATOR -  Vista Diesel SDE,24,435,580,55,Plastic,2227.13
C3APB5001M00,Radiator,Force Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - COMMUTER - B008615000803,,,,,Plastic,2222.4155
A3AYA5010M00,ECS,Tafe,Tractor,OEM,Domestic,TAFE 42 HP,36,380.4,410,76,Plastic,2218
A7BAA5001M02,ECS,Mahindra Tractors,Tractor,OEM,Domestic,ECS - 475 DI - 006002442A91,36,380.4,410,76,Plastic,2214.16
A7BCA5005M00,ECS,MTBD,Commercial Vehicle,OEM,Domestic,ECS - SHERPA 7.5 TON LCV - 0304AC0241N,,,,,Plastic,2197.59
C3BHB5001M00,Radiator,Force Motors,Commercial Vehicle,OEM,Domestic,RAD-TRAVELLER-3350,,,,,Plastic,2192
A0MDB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY VENTURE,36,380.4,485,96,Plastic,2155
A7BIB5001M00,Radiator,M&M,Passenger Car,OEM,Domestic,RADIATOR - BOLERO LOOK AC - 0304AB0191N,,,,,Plastic,2146.26
A7BZB5002M01,Radiator,Mahindra Tractors,Tractor,OEM,Domestic,RAD. - 7920 TIER 3 NEW,48,468,440,94,Plastic,2146
A7BZB5002M00,Radiator,Mahindra Tractors,Tractor,OEM,Domestic,RADIATOR - 7920 TIER 3,48,468,440,94,Plastic,2146
A7BTB5001M00,Radiator,Mahindra Tractors,Tractor,OEM,Domestic,RADIATOR - 10/15 KVA (WITH LEV. SENSOR),36,380.4,485,76,Plastic,2144.142
A0DWB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - 407 4X4 - 253450100213,36,488.2,485,98,Plastic,2135.22
B7BJB5001M00,Radiator,John Deere,Tractor,OEM,Domestic,3E Gear -36mm,36,409.8,450,82,Plastic,2133.54
A6AFA5001M00,ECS,New Holland,Tractor,OEM,Domestic,ECS NEW HOLLAND 47 HP 84168069,24,380.4,410,38,Plastic,2128.33
B7AXB5001M00,Radiator,John Deere,Tractor,OEM,Domestic,RADIATOR ASSY-KRISH 36 CORE-JOHN DEERE,36,488.2,395,98,Plastic,2099.34
A7AXA5020M00,ECS,Mahindra Tractors,Tractor,OEM,Domestic,"ALU.RADIATOR W/RECOVEY BOTTLE,COWL 595D",36,380.4,410,76,Plastic,2086.73
A5RTB5011M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY - DOST BS6,,,,,Plastic,2083
A5RTB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY - PHOENIX BS6,,,,,Plastic,2083
A3AMA5010M00,ECS,Tafe,Tractor,OEM,Domestic,RADIATOR ASSEMBLY,24,380.4,410,38,Plastic,2080
A0DZB5020M00,Radiator,Tata Motors,Passenger Car,OEM,Domestic,RADIATOR SUB ASSY (SAFARI)-TATA TOYO,,,,,Plastic,2073.74
A6AGA5001M00,ECS,New Holland,Tractor,OEM,Domestic,ECS - MODEL SJ,24,380.4,410,38,Plastic,2068.6134
A0CGB5001M03,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY.(M/s TATA TOYO),36,488.2,485,98,Plastic,2064.3
C3ABB5001M00,Radiator,Force Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - TR EX TCIC NA - T006865001303,36,488.2,440,98,Plastic,2056.8462
A0ETB5010M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,36,380.4,485,76,Plastic,2056.28
A0DAB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,ASSEMBLY RADIATOR COMPLETE.,,,,,Plastic,2054.504
A0BVB5001M00,Radiator,Tata Motors,Passenger Car,OEM,Domestic,ASSY RADIATOR-COMPL(OFFER DRG),48,537.2,650,108,Plastic,2049
C1AFA5001M00,ECS,Isuzu,Passenger Car,OEM,Domestic,RT64 - RAD,16.25,657,420,88,Plastic,2041.74
B7BGB5001M02,Radiator,John Deere,Tractor,OEM,Domestic,"Radiator, ASSEMBLY ALUMINIUM 48MM",48,400,395,80,Plastic,2027.86
A0KHB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD ASSY-SFC 407 BS3 75Ps-253450110159,24,489.6,550,62,Plastic,2024.4
A7BGB5001M00,Radiator,Mahindra Tractors,Tractor,OEM,Domestic,RADIATOR - 4 DI EXPORT - 006000275R92,36,380.4,410,76,Plastic,2012.53
A0NDA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ACE 2.1 GVW,,,,,Plastic,2008
A7EEA5001M00,ECS,Mahindra Tractors,Tractor,OEM,Domestic,3DI,36,380.4,440,80,Plastic,2005
A0CDB5001M00,Radiator,Tata Motors,Passenger Car,OEM,Domestic,RADIATOR - SUMO DIESEL,36,488.2,440,98,Plastic,1997.72
A0KJB5005M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,"RADIATOR ASSY, FOR SERVICE",16.25,435,540,58,Plastic,1997.59
A8AMB0101M00,Core,Volvo Eicher,Commercial Vehicle,OEM,Domestic,CORE ASSY - EICHER 85 KW - BRZD,48,488.2,598,98,Plastic,1959.6
A0KJA5010M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ENGINE COOLING SYSTEM 1.3 SDE EV,16.25,435,540,58,Plastic,1958
A0TZB5031M00,Radiator,Tata Motors,Passenger Car,OEM,Domestic,Rad. Assy. Nexon NGTC BS6,16.25,435,540,58,Plastic,1941.2
B7BDB5001M02,Radiator,John Deere,Tractor,OEM,Domestic,RAD ASSY_JD_U35,48,400,395,80,Plastic,1934.00362
A5ABB0101M00,Core,Ashok Leyland,Commercial Vehicle,OEM,Domestic,CORE ASSY - AL STAG - BRZD,48,537.2,485,108,Plastic,1933.8
A8ABB0101M01,Core,Volvo Eicher,Commercial Vehicle,OEM,Domestic,CORE ASSY - EICHER LCV - BRZD,48,488.2,550,98,Plastic,1916.4
A7CZB5001M00,Radiator,M&M,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY-T15 TOURISTER MNAL,36,488.2,395,98,Plastic,1908.81999
A7BNB5001M00,Radiator,MTBD,Commercial Vehicle,OEM,Domestic,RADIATOR - LOAD KING - 0304AC0041N,36,488.2,395,98,Plastic,1903.68
A7CGA5015M00,ECS,Mahindra Tractors,Tractor,OEM,Domestic,ECS-M&M 595DI NEW SYRIA-006003577B92,36,380.4,410,76,Plastic,1902.300246
A7BTB5021M00,Radiator,Mahindra Powerol,Gen Set,OEM,Domestic,Radiator M&M 10/15 KVA,36,380.4,485,76,Plastic,1900.08
A1AQB5001M00,Radiator,General Motors,Passenger Car,OEM,Domestic,RADIATOR ASSY-TAVERA BSIV-28285655,,,,,Plastic,1898.91
A0CVB0101M00,Core,Tata Motors,Commercial Vehicle,OEM,Domestic,CORE ASSY - 1613 - BRZD,48,537.2,560,108,Plastic,1882.32
B7BGB5001M01,Radiator,John Deere,Tractor,OEM,Domestic,RADIATOR_ASSY_UNX,48,400,395,80,Plastic,1874.6
A7BSB5001M01,Radiator,MTBD,Commercial Vehicle,OEM,Domestic,RADIATOR - SXJ BS2 - 0304AA0040N,36,488.2,395,98,Plastic,1867.93
A7ARA5005M00,ECS,Mahindra Powerol,Gen Set,OEM,Domestic,ECS - 245DI BP W/H SHROUD - 007602942B91,24,380.4,410,38,Plastic,1866.412548
A3AGA5001M03,ECS,TAFE,Tractor,OEM,Domestic,ECS - TAFE HARD NOSE - 4250823M91,24,380.4,430,38,Plastic,1855
A3AGA5001M00,ECS,TAFE,Tractor,OEM,Domestic,ECS - TAFE HARD NOSE - 4250823M91,24,380.4,430,38,Plastic,1855
A7EGA5001M00,ECS,M&M,Commercial Vehicle,OEM,Domestic,RAD ASSY-M&M NEW COMPACT-E006017012D91,48,400,395,80,Plastic,1850
A5AEB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR - HINO EII,48,488.2,650,98,Plastic,1816
A0NDB5001M01,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY - ACE 1.2 TON,16.25,361,405,48,Plastic,1810.32
A5DIB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR - STAG LYNX,48,537.2,485,108,Plastic,1798
A0CIB0101M00,Core,Tata Motors,Commercial Vehicle,OEM,Domestic,CORE ASSY - 1512 - BRZD,48,537.2,525,108,Plastic,1776.71
A6AEA5001M00,ECS,New Holland,Tractor,OEM,Domestic,ECS - XD508 INDIA -87642100,24,380.4,410,38,Plastic,1755.18
A0CRB5001M03,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,ASSY.RADIATOR COMPLETE (M/S TATA TOYO),,,,,Plastic,1753
A5EXA5002M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RAD ASSY WITH FRAME 30KVA - 10000813,36,488.2,485,98,Plastic,1748
A0SAB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,16.25,601.6,361,89,Plastic,1744.1
A7BBA5005M02,ECS,Mahindra Tractors,Tractor,OEM,Domestic,ECS - 575 DI - 006002307A91,36,380.4,410,76,Plastic,1731.82
A7HAB5010M00,Radiator,M&M,Commercial Vehicle,OEM,Domestic,RADIATOR THERMOSTAT ASSEMBLY U110,16.25,353.7,515,52,Plastic,1728.75
A0UZB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,Radiator Assy.,16.25,398,480,53,Plastic,1725.36
A7HAB5001M00,Radiator,M&M,Commercial Vehicle,OEM,Domestic,U 108,16.25,353.7,515,52,Plastic,1717.438338
A0CRB5005M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,ASSY.RADIATOR COMPLETE (M/S TATA TOYO),,,,,Plastic,1714
B1DPA5001M00,ECS,Cummins,Gen Set,OEM,Domestic,ECS 75KVA Export,48,537.2,635,108,Plastic,1698.9868
A7BIB5001M01,Radiator,M&M,Passenger Car,OEM,Domestic,Bolero camper BS4,36,488.2,360,98,Plastic,1692.56
A0QKB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSEMBLY-XENON COMPACT,24,419.4,515,53,Plastic,1690
A7BEA5015M00,ECS,Mahindra Tractors,Tractor,OEM,Domestic,ECS-M&M 255DI YURAJ-006002554A92,24,380.4,410,38,Plastic,1679.18
A0BNA5015M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-CUB (PLASTIC FAN SHROUD AS),18,341.2,365,34,Plastic,1671
A0BNA5020M00,ECS,Tata Motors,Passenger Car,OEM,Domestic,ASSY. RADIATOR COMPLETE (FOR SELF BLEEDI,,,,,Plastic,1652.98
A0DRB5001M00,Radiator,Tata Motors,Passenger Car,OEM,Domestic,ASSY. RADIATOR -  Vista TCIC,18,660.6,360,76,Plastic,1651.17
A0ETA5005M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-ACE 800CC-571050100106,18,341.2,365,39,Plastic,1640.11
A0KHB0101M01,Core,Tata Motors,Commercial Vehicle,OEM,Domestic,CORE ASSY (RAD)-BRZSFC 407 75 PS,24,489.6,550,62,Plastic,1633.2
A0TNB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,16.25,435,540,58,Plastic,1629.8
F2ACA5015M00,ECS,Piaggio,3 Wheeler,OEM,Domestic,Ape 501 BS6,24,208.8,300,26,Plastic,1625
A7BEA5001M03,ECS,Mahindra Tractors,Tractor,OEM,Domestic,ECS-M&M 255DI YURAJ,24,380.4,410,38,Plastic,1603.51
A5AEB0101M00,Core,Ashok Leyland,Commercial Vehicle,OEM,Domestic,HINO BSII,48,488.2,650,98,Plastic,1602.64
A0FBB5001M00,Radiator,Tata Motors,Passenger Car,OEM,Domestic,RADIATOR SUB ASSY (WINGER)-TATA TOYO,24,372.6,650,47,Plastic,1600.45
A7JQB5002M00,Radiator,M&M,Passenger Car,OEM,Domestic,RADIATOR ASSEMBLY,16.25,381.5,515,57,Plastic,1595.63
C1AFB5001M00,Radiator,Isuzu,Passenger Car,OEM,Domestic,RADIATOR ASM,16.25,657,420,88,Plastic,1582.31
A0SNB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY - VENTURE RHD,16.25,472,471,63,Plastic,1574.66
A5RPA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS,48,623,795,140,Plastic,1571.19
A0CAB5002M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,ASSY.RADIATOR (FOR AC/NON AC)(TATA TOYO),24,360.8,610,36,Plastic,1566.89
A0WXB5001M00,Radiator,Tata Motors,Passenger Car,OEM,Domestic,RAD.ASSY XENON BS6,24,419.4,515,53,Plastic,1566.67
A0CAB5001M00,Radiator,Tata Motors,Passenger Car,OEM,Domestic,RADIATOR - INDICA DIESEL - 279050100130,24,360.8,610,36,Plastic,1554
A0EKA5020M00,ECS,Tata Motors,Passenger Car,OEM,Domestic,ECS NANO PETROL 570550100118,18,402.6,360,46,Plastic,1553.34
A7AXB0101M00,Core,Mahindra Tractors,Tractor,OEM,Domestic,CORE ASSY - 595 DI 48 THK - BRZD,48,400,440,80,Plastic,1524
A7FTB5001M00,Radiator,M&M,Passenger Car,OEM,Domestic,RAD ASSY- BOLERO LOOK AC VAVE RAD ASSY-,24,488.2,360,49,Plastic,1520.9
A0HLB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSEMBLY,24,419.4,515,53,Plastic,1520.21
A7HNB5001M00,Radiator,M&M,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY MAM9A01,48,380.4,350,76,Plastic,1517
H1ACB5001M00,Radiator,Renault,Passenger Car,OEM,Domestic,PY1B Radiator - 28 mm thickness,28,506.8,400,76,Plastic,1512.8
A0JNB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,24,419.4,515,53,Plastic,1508.62
A7BMB5001M00,Radiator,M&M,Commercial Vehicle,OEM,Domestic,RADIATOR - BOLERO LOOK N/AC -0304AB0131N,24,488.2,340,49,Plastic,1507.17
A1AWB5001M00,Radiator,General Motors,Passenger Car,OEM,Domestic,Tavera BS4,,,,,Plastic,1497.28
A7KCB5002M00,Radiator,Mahindra Tractors,Tractor,OEM,Domestic,RAD ASSY_A7KCB5002M00,24,513.5,550,77,Plastic,1495
A7CVB5001M00,Radiator,M&M,Commercial Vehicle,OEM,Domestic,RAD ASSY BOLERO MAXI TRUCK,24,488.2,340,49,Plastic,1494.748332
A0EKA5040M00,ECS,Tata Motors,Passenger Car,OEM,Domestic,ECS NANO CNG -570550100150             ,18,402.6,360,46,Plastic,1491.08
A0CFB0101M01,Core,Tata Motors,Commercial Vehicle,OEM,Domestic,CORE ASSY - SFC 407 - BRZD,36,488.2,485,98,Plastic,1484.4
A1ACB5007M00,Radiator,General Motors,Passenger Car,OEM,Domestic,RADIATOR ASSY-TAVERA VE,,,,,Plastic,1482.28
A0MPA5010M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,Tata Cub VAVE,,,,,Plastic,1480
A0UHB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,12,583,361,78,Plastic,1468.16
A7APB5001M01,Radiator,M&M,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY FOR COMMANDER CL550650,24,488.2,340,49,Plastic,1458.93
A7AQB5001M01,Radiator,M&M,Passenger Car,OEM,Domestic,RAD ASSY - M&M DOUBLE CAB CAMPER,24,488.2,340,49,Plastic,1450.507212
F2ACA5020M00,ECS,Piaggio,3 Wheeler,OEM,Domestic,Ape city plus BS6,24,208.8,300,26,Plastic,1440
A0CCB5001M00,Radiator,Tata Motors,Passenger Car,OEM,Domestic,ASSY. RADIATOR (FOR A/C) (TATA TOYO),,,,,Plastic,1427
D3AAB5001M00,Radiator,Kubota,Tractor,OEM,Export,RADIATOR - RAPTOR 7.5 KW - 0130-6936,36,213.8,380,42,Plastic,1426.2865
A7DTB5010M00,Radiator,M&M,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,,,,,Plastic,1422.972936
A7DTB5001M00,Radiator,M&M,Commercial Vehicle,OEM,Domestic,RADIATOR ASSEMBLY-MMCL 0304AAB00920N   ,24,488.2,340,49,Plastic,1420.14
A1ASB5001M00,Radiator,General Motors,Passenger Car,OEM,Domestic,RADIATOR ASSY-S2 308 RHD,18,402.6,580,46,Plastic,1418.32
A0EKA5005M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-WITHOUT DEFLECTOR NANO PETROL HVAC,18,402.6,360,46,Plastic,1401.45
A0EKA5015M00,ECS,Tata Motors,Passenger Car,OEM,Domestic,ECS NANO PETROL 570550100119,18,402.6,360,46,Plastic,1401.45
A7BJB5001M01,Radiator,M&M,Passenger Car,OEM,Domestic,RADIATOR - MARSHAL LOOK - 0304AB0141N,24,488.2,340,49,Plastic,1388.977128
A0GXA5005M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,100 -LPO 1624 LE RE BS III-410350100105,48,674.4,1000,136,Plastic,1386
A0CDB0101M00,Core,Tata Motors,Passenger Car,OEM,Domestic,CORE ASSY - SUMO - BRZD,36,488.2,440,98,Plastic,1374
A0CBB5005M00,Radiator,Tata Motors,Passenger Car,OEM,Domestic,RAD ASSY-INDICA PETROL (REF TTR DRG M09),24,272.6,610,27,Plastic,1369.54
B1AZB5001M00,Radiator,Cummins,Gen Set,OEM,Domestic,RADIATOR - CUMMINS 40 KVA X3.3,36,488.2,485,98,Plastic,1366
A0FTB5001M00,Radiator,Tata Motors,Passenger Car,OEM,Domestic,ASSY.RADIATOR- Vista Petrol(FIRE),,,,,Plastic,1353.3
A0JUB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,18,402.6,580,46,Plastic,1337.05
A0DAB0102M00,Core,Tata Motors,Passenger Car,OEM,Domestic,CORE ASSY - SUMO VE - BRZD,,,,,Plastic,1336.8
A0BNB5006M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY - CUB BS3,18,341.2,365,34,Plastic,1313.56
